input,output
Tom's safe.,Tom está seguro.
Tom's safe.,Tom está a salvo.
Tom's shot.,Tom fue disparado.
Tom's sick.,Tom está enfermo.
Tom's ugly.,Tom es feo.
Tom's weak.,Tom es débil.
Tom's well.,Tom está bien.
Tough luck!,¡Mala suerte!
Tough luck!,¡Qué mala suerte!
Try it now.,Prueba ahora.
Try it now.,Inténtalo ahora.
Try it out.,Pruébalo.
Turn it on.,Enciéndelo.
Turn right.,Gira a la derecha.
Was he Tom?,¿Era ése Tom?
Was it fun?,¿Fue divertido?
Was it fun?,¿Era divertido?
Watch this.,Mira esto.
Watch this.,Mirá esto.
Watch this.,Mirad esto.
Watch this.,Mire esto.
Watch this.,Miren esto.
We all lie.,Todos mentimos.
We are men.,Somos hombres.
We buy CDs.,Compramos cedés.
We can pay.,Nosotros podemos pagar.
We can try.,Podemos intentarlo.
We can try.,Podemos probarlo.
We can try.,Podemos probar.
We can win.,Podemos ganar.
We cheered.,Aplaudimos.
We had fun.,Nos divertimos.
We had fun.,Lo pasamos bien.
We laughed.,Nos reímos.
We like it.,Nos gusta.
We love it.,Nos encanta.
We made it.,Lo hicimos.
We must go.,Deberíamos irnos.
We must go.,Nos debemos ir.
We must go.,Debemos irnos.
We saw Tom.,Vimos a Tom.
We saw you.,Te vimos.
We saw you.,Te veíamos.
We want it.,Lo queremos.
We'll cook.,Haremos la comida.
We'll fail.,Fracasaremos.
We'll help.,Ayudaremos.
We'll help.,Nosotros ayudaremos.
We'll help.,Echaremos la mano.
We'll obey.,Obedeceremos.
We'll sing.,Cantaremos.
We'll wait.,Esperaremos.
We'll wait.,Nosotras esperaremos.
We'll walk.,Nos vamos a caminar.
We'll work.,Trabajaremos.
We're back.,Hemos vuelto.
We're back.,Estamos de vuelta.
We're back.,Hemos regresado.
We're busy.,Estamos ocupados.
We're calm.,Estamos calmados.
We're cold.,Tenemos frío.
We're done.,Terminamos.
We're even.,Estamos a mano.
We're fine.,Estamos bien.
We're here.,Estamos aquí.
We're here.,Estamos acá.
We're home.,Estamos en casa.
We're lazy.,Somos perezosos.
We're lost.,Estamos perdidos.
We're poor.,Somos pobres.
We're rich.,Somos ricos.
We're rich.,Somos ricas.
We're sick.,Estamos hartos.
We're weak.,Somos débiles.
We've lost.,Perdimos.
What a day!,¡Pero qué día!
What gives?,¿Qué pasa?
What gives?,¿Qué hay?
What's new?,¿Qué hay de nuevo?
What's new?,¿Qué me cuentas?
Where am I?,¿Dónde estoy?
Where am I?,¿En dónde estoy?
Who has it?,¿Quién lo tiene?
Who hid it?,¿Quién lo escondió?
Who is Tom?,¿Quién es Tom?
Who phoned?,¿Quién llamó por teléfono?
Who saw me?,¿Quién me vió?
Who stayed?,¿Quién se quedó?
Who yelled?,¿Quién gritó?
Who's here?,¿Quién está aquí?
Who's next?,¿Quién da la vez?
Who's that?,¿Quién es?
Who's that?,¿Quién es ése?
Who's that?,¿Quién es ésa?
Wood burns.,La madera arde.
You called?,¿Llamaste?
You can go.,Puedes irte.
You can go.,Puedes ir.
You can go.,Te puedes ir.
You can go.,Puedes marcharte.
You decide.,Tú decides.
You may go.,Puedes irte.
You may go.,Podéis iros.
You may go.,Pueden irse.
You may go.,Podéis marcharos.
You may go.,Pueden marcharse.
You may go.,Podéis ir.
You may go.,Podés irte.
You missed.,Fallaste.
You'll see.,Ya verás.
You'll see.,Ya lo veréis.
You're bad.,Eres mala.
You're big.,Eres grande.
You're big.,Estás grande.
You're fun.,Eres divertido.
You're old.,Estás vieja.
You're sad.,Estás triste.
You've won!,¡Has ganado!
You've won.,¡Has ganado!
You've won.,Has ganado.
You've won.,Tú ganaste.
All is well.,Todo va bien.
All is well.,Todo está correcto.
Am I normal?,¿Soy normal?
Anyone home?,¿Hay alguien en casa?
Anyone home?,¿Alguien está en casa?
Anyone hurt?,¿Alguien está herido?
Are we done?,¿Hemos terminado?
Are we lost?,¿Estamos perdidos?
Are we safe?,¿Estamos a salvo?
Are you Tom?,¿Tú eres Tom?
Are you Tom?,¿Es usted Tom?
Are you fat?,¿Eres gordo?
Are you hot?,¿Tienes calor?
Are you hot?,¿Tenéis calor?
Are you mad?,¿Estás loco?
Are you mad?,¿Estás enfadado?
Are you mad?,¿Está usted loca?
Are you mad?,¿Está usted loco?
Are you new?,¿Eres nuevo?
Are you new?,¿Eres nueva?
Are you new?,¿Sois nuevos?
Ask anybody.,Pregúntale a cualquiera.
Be creative.,Sed creativos.
Be discreet.,Sé discreto.
Be discreet.,Sed discretos.
Be merciful.,Sé clemente.
Be prepared.,¡Prepárate!
Be prepared.,Estate preparado.
Be prepared.,Estad preparados.
Be prepared.,¡Está preparado!
Be punctual.,Sé puntual.
Be punctual.,Sed puntuales.
Be ruthless.,Sé despiadado.
Be sensible.,Sé razonable.
Be sensible.,Sed razonables.
Be specific.,Sé específico.
Be specific.,Sé específica.
Be specific.,Especifica más.
Be thorough.,Sé exhaustivo.
Be tolerant.,Sé tolerante.
Be vigilant.,Estate vigilante.
Be watchful.,Estate atento.
Be yourself.,Sé tú mismo.
Be yourself.,Sé tú misma.
Beer's good.,La cerveza es buena.
Behave well.,Pórtate bien.
Can I begin?,¿Puedo comenzar?
Can it wait?,¿Puede esperar?
Can we talk?,¿Podemos hablar?
Can we talk?,¿Podemos conversar?
Can you see?,¿Puedes ver?
Can you see?,¿Podéis ver?
Can you ski?,¿Puedes esquiar?
Can you try?,¿Puedes intentarlo?
Check again.,Compruébalo otra vez.
Check again.,Revísalo de nuevo.
Come aboard.,Sube a bordo.
Come closer.,Acercate.
Come see me.,Ven a verme.
Come see me.,Venid a verme.
Come see me.,Vengan a verme.
Come see me.,Venga a verme.
Comfort Tom.,Consuela a Tom.
Contact Tom.,Ponte en contacto con Tom.
Cook for me.,Cocíname.
Cook for me.,Cocina para mí.
Count me in.,Cuenta conmigo.
Count on it.,Cuenta con eso.
Count on it.,Cuente con eso.
Count on me.,Cuenta conmigo.
Did Tom die?,¿Ha muerto Tom?
Did Tom run?,¿Corrió Tom?
Did Tom try?,¿Lo ha probado Tom?
Did Tom try?,¿Al final lo probó Tom? ¿O no?
Did Tom try?,¿Lo probó Tom?
Did Tom win?,¿Ganó Tom?
Did you win?,¿Ganaste?
Dig quickly.,Cava rápido.
Dig quickly.,Cavad rápido.
Dig quickly.,Cave rápido.
Dig quickly.,Caven rápido.
Do as I say.,Haz lo que te digo.
Do it again!,¡Hacedlo de nuevo!
Do it again.,Hazlo otra vez.
Do it later.,Hazlo ahorita.
Do it later.,Hazlo al ratito.
Do you bowl?,¿Juegas boliche?
Don't argue.,No discutáis.
Don't blink.,No parpadées.
Don't cheat.,No copiéis.
Don't do it!,¡No lo hagas!
Don't do it!,¡No lo haga!
Don't do it.,¡No lo hagas!
Don't do it.,¡No lo hagáis!
Don't do it.,¡No lo hagan!
Don't do it.,¡No lo haga!
Don't fight.,No os peleéis.
Don't fight.,No peleen.
Don't fight.,No pelees.
Don't go in.,No entres.
Don't go in.,No entre usted.
Don't laugh.,No te rías.
Don't leave!,¡No te vayas!
Don't leave.,No se vayan.
Don't shoot!,¡No dispares!
Don't shoot!,¡No dispare!
Don't shoot!,¡No disparéis!
Don't shoot!,¡No disparen!
Don't shout.,No grites.
Don't shout.,No chilles.
Don't smile.,No sonrías.
Don't smile.,No sonrían.
Don't smoke.,No fumes.
Don't smoke.,No fuméis.
Don't speak.,No hables.
Don't worry.,No te preocupes.
Don't worry.,No os preocupéis.
Don't worry.,No se preocupen.
Finish this.,Termine esto.
Finish this.,Termina esto.
Finish this.,Terminá esto.
Finish this.,Terminen esto.
Finish this.,Terminad esto.
Flip a coin.,Lanza una moneda.
Flip a coin.,Tira una moneda al aire.
Forgive Tom.,Disculpe a Tom.
Forgive Tom.,Disculpa a Tom.
Get dressed.,Vístete.
Get dressed.,Vestite
Get in here!,¡Entra aquí!
Get serious!,¡Ponte serio!
Get started.,Empieza.
Go find Tom.,Ve a encontrar a Tom.
Go find Tom.,Vayan a encontrar a Tom.
Go find Tom.,Vete a buscar a Tom.
Go find out.,Ve y descúbrelo.
Go for help.,Ve por ayuda.
Go get help.,Ve a pedir ayuda.
Go help Tom.,Ve a ayudar a Tom.
Go home now.,"Vete a casa, ahora."
Go lie down.,Ve a tumbarte.
Go lie down.,Ve a acostarte.
Go meet Tom.,Ve a ver a Tom.
Go on ahead.,Ve por delante.
Go straight.,Ve recto.
Go that way.,Ve por ahí.
Go that way.,Ve por allí.
Go to sleep.,Vete a dormir.
Go to sleep.,¡Váyanse a dormir!
Go to sleep.,¡Ve a dormir!
Go to sleep.,¡Vete a dormir!
Go with Tom.,Andá con Tom.
Grab a seat.,Toma un asiento.
Have a beer.,Tómate una cerveza.
Have a look.,Da un vistazo.
Have a seat.,Tome asiento.
He can come.,Él puede venir.
He can read.,Él sabe leer.
He can swim.,Él sabe nadar.
He found it.,Él lo encontró.
He got away.,Él se escapó.
He grew old.,Él envejeció.
He has come!,¡Ha venido!
He has guts.,Él tiene agallas.
He has wine.,Tiene vino.
He helps us.,Él nos ayuda.
He is alone.,Él está solo.
He is crazy.,Él es loco.
He is eight.,Él tiene ocho años.
He is happy.,Es feliz.
He is happy.,Él está feliz.
He is happy.,Él es feliz.
He is hated.,Él es odiado.
He is lying.,Él miente.
He is lying.,Él está mintiendo.
He is nasty.,Él es un guarro.
He is nasty.,Él es asqueroso.
He is nasty.,Él da grima.
He is tired.,Él está cansado.
He is young.,Es joven.
He is young.,Él es joven.
He loves us.,Él nos quiere.
He needs it.,Él lo necesita.
He resigned.,Él renunció.
He stood up.,Él se levantó.
He stutters.,Él tartamudea.
He stutters.,Tartamudea.
He was busy.,Él estaba ocupado.
He's a jerk.,Él es pajero.
He's a liar.,Él es un mentiroso.
He's faking.,Está fingiendo.
He's my son.,Él es mi hijo.
He's not in.,No está aquí.
He's not in.,No está en casa.
He's not in.,Él no está en casa.
He's not in.,Él no está adentro.
He's skinny.,Él está delgado.
He's strong.,Él es fuerte.
He's stupid.,Él es estúpido.
He's stupid.,No le llega agua al tanque.
He's stupid.,Es un salame.
Help me out.,Ayúdame.
Help me out.,Ayudame a salir.
Help me out.,Écheme la mano.
Help me out.,Ayúdame a salir.
Here I come.,Aquí vengo.
Here I come.,Ya estoy aquí.
Here she is!,¡Aquí está ella!
Here we are!,¡Aquí estamos!
Here we are.,Aquí estamos.
"Hi, I'm Tom.","Hola, soy Tom."
Hit it hard.,Dele fuerte.
How are you?,¿Cómo estás vos?
How curious!,¡Qué curioso!
How strange!,¡Qué raro!
How strange!,Qué raro.
I am a cook.,Soy cocinero.
I am a monk.,Soy un monje.
I am better.,Estoy mejor.
I am better.,Soy mejor.
I am better.,Me encuentro mejor.
I am dozing.,Me estoy quedando dormido.
I am taller.,Yo soy más alto.
I apologize.,Le pido disculpas.
I asked Tom.,Pregunté a Tom.
I ate bread.,Comí pan.
I blame Tom.,Yo culpo a Tom.
I bought it.,Lo he comprado.
I bought it.,Lo compré.
I came last.,Quedé último.
I came last.,Quedé en último lugar.
I came last.,Quedé última.
I can dance.,Sé bailar.
I can do it.,Puedo hacerlo.
I can share.,Puedo compartir.
I can't eat.,No puedo comer.
I can't say.,No lo puedo decir.
I can't say.,No puedo decir.
I confessed.,Confesé.
I could try.,Podría intentarlo.
I cry a lot.,Lloro mucho.
I don't eat.,No como.
I drank tea.,Bebí té.
I drive now.,Ahora conduzco.
I drive now.,Ahora conduzco yo.
I drive now.,Yo conduzco ahora.
I eat bread.,Como pan.
I eat fruit.,Como fruta.
I exercised.,Hice ejercicio.
I feel cold.,Noto frío.
I feel lost.,Me siento perdido.
I feel safe.,Me siento seguro.
I feel sexy.,Me siento sexy.
I feel sick.,Me siento mal.
I feel weak.,Me siento débil.
I fell down.,Me caí.
I felt cold.,Tenía frío.
I felt dumb.,Me sentí estúpido.
I felt that.,Sentí eso.
I fired Tom.,Despedí a Tom.
I forgot it.,Lo olvidé.
I found you.,Ya te encontré.
I found you.,Te encontré.
I got a job.,Encontré un trabajo.
I got angry.,Me enfadé.
I got dizzy.,Me mareé.
I got drunk.,Me emborraché.
I got fired.,Me despidieron.
I guess not.,Supongo que no.
I had to go.,Tuve que ir.
I hate cats.,Odio los gatos.
I hate dogs.,Odio a los perros.
I hate dogs.,Odio los perros.
I hate fish.,Odio el pescado.
I hate fish.,Odio los peces.
I hate golf.,Odio el golf.
I hate mice.,Odio los ratones.
I hate milk.,Odio la leche.
I hate rats.,Odio a las ratas.
I hate sand.,Odio la arena.
I hate sand.,Yo odio la arena.
I hate this.,Lo odio.
I hated Tom.,Yo odiaba a Tom.
I hated Tom.,Yo odié a Tom.
I have $300.,Tengo trescientos dólares.
I have cash.,Tengo dinero.
I have gout.,Tengo gota.
I have news.,Traigo noticias.
I have time.,Tengo tiempo.
I have wine.,Tengo vino.
I hear that.,Yo escucho eso.
I heard you.,Te oí.
I heard you.,Te he oído.
I hesitated.,Vacilaba.
I hired Tom.,Contraté a Tom.
I knew that.,Lo sabía.
I knew that.,Yo sabía eso.
I know that.,Yo sé eso.
I know them.,Los conozco.
I know this.,Esto lo sé.
I know this.,Conozco esto.
I know this.,Sé esto.
I like both.,Me gustan los dos.
I like cats.,Me encantan los gatos.
I like dogs.,Me gustan los perros.
I like fish.,Me gustan los peces.
I like jazz.,Me gusta el jazz.
I like milk.,Me gusta la leche.
I like peas.,Me gustan los guisantes.
I like peas.,Me gustan las arvejas.
I like rice.,Me gusta el arroz.
I like rock.,Me gusta el rock.
I like snow.,Me gusta la nieve.
I like that.,Me gusta eso.
I like them.,Me gustan.
I like this.,Me gusta esto.
I like wine.,Me gusta el vino.
I liked Tom.,Amaba a Tom.
I live here.,Vivo aquí.
I live here.,Yo vivo aquí.
I love beef.,Me encanta la carne de res.
I love beer.,Me encanta la cerveza.
I love dogs.,Me encantan los perros.
I love fish.,Me encanta el pescado.
I love golf.,Me encanta el golf.
I love kids.,Me encantan los niños.
I love kids.,Me encantan los chicos.
I love life.,Amo la vida.
I love math.,Me encantan las matemáticas.
I love math.,Amo las matemáticas.
I love rock.,Me gusta el rock.
I love rock.,Me encanta la música rock.
I love snow.,Me encanta la nieve.
I love snow.,Me gusta la nieve.
I love soup.,Me encanta la sopa.
I love them.,Les quiero.
I love them.,Las quiero.
I love this.,Me encanta esto.
I loved her.,Yo la amaba.
I loved her.,La amaba.
I loved her.,Yo la quería.
I loved you.,Yo te quería.
I loved you.,Yo te quise.
I loved you.,Yo os quería.
I loved you.,Yo te amaba.
I loved you.,Yo os quise.
I loved you.,Yo os amaba.
I made that.,Yo hice eso.
I mean that.,A eso me refiero.
I missed it.,Lo extrañaba.
I must hide.,Debo esconderme.
I need cash.,Necesito dinero en efectivo.
I need cash.,Necesito efectivo.
I need cash.,Necesito dinero en metálico.
I need help.,Necesito ayuda.
I need help.,¡Necesito ayuda!
I need mine.,Necesito el mío.
I need mine.,Necesito la mía.
I need more.,Quiero más de eso.
I need more.,Quiero un poco más.
I need more.,Quiero más.
I need them.,Los necesito.
I need this.,Necesito esto.
I need time.,Necesito tiempo.
I needed it.,Yo lo necesité.
I never cry.,Nunca lloro.
I never win.,Yo nunca gano.
I often ski.,Voy a esquiar con frecuencia.
I overslept.,Me quedé dormido.
I pay taxes.,Yo pago impuestos.
I read lips.,Leo labios.
I said stop.,Dije que alto.
I said stop.,Dije que pararas.
I said stop.,Dije que te detuvieras.
I said that.,Yo dije eso.
I saw a UFO.,Yo vi un OVNI.
I saw a dog.,Vi a un perro.
I saw a dog.,Vi un perro.
I saw a dog.,Yo vi un perro.
I sell cars.,Vendo autos.
I sell cars.,Vendo coches.
I sell fish.,Vendo pescado.
I sell soap.,Vendo jabón.
I should go.,Me debería ir.
I smell gas.,Huelo a gas.
I smell gas.,Huelo gas.
I smell gas.,Me huele a gas.
I thank you.,Te lo agradezco.
I trust Tom.,Confío en Tom.
I trust her.,Yo confío en ella.
I trust him.,Yo confío en él.
I trust you.,Confío en ti.
I voted yes.,Yo voté que sí.
I want eggs.,Quiero huevos.
I want mine.,Quiero el mío.
I want mine.,Yo quiero el mío.
I want mine.,Yo quiero la mía.
I want more.,Quiero más.
I want soup.,Quiero sopa.
I want that.,Quiero eso.
I want them.,Los quiero.
I want them.,Las quiero.
I want this.,Quiero este.
I want this.,Quiero esto.
I was alive.,Yo estaba vivo.
I was alone.,Estuve solo.
I was awake.,Estaba despierto.
I was bored.,Estaba aburrido.
I was dizzy.,Estaba mareado.
I was dizzy.,Estaba mareada.
I was drunk.,Estaba borracho.
I was fired.,Estaba despedido.
I was fired.,Me despidieron.
I was fired.,Fui despedido.
I was lucky.,Tuve suerte.
I was naive.,Yo era ingenuo.
I was naked.,Estaba desnudo.
I was ready.,Estuve listo.
I was right.,Yo tenía razón.
I was tired.,Estaba cansado.
I was wrong.,Estaba equivocado.
I went home.,Me fui a casa.
"I went, too.",Yo también fui.
I will stay.,Me quedaré.
I won again.,Gané otra vez.
I won't ask.,Yo no preguntaré.
I won't die.,No moriré.
I work here.,Trabajo aquí.
I'd ask Tom.,Yo le preguntaría a Tom.
I'll attend.,Estaré presente.
I'll attend.,Estaré allí.
I'll attend.,Estaré ahí.
I'll attend.,Voy a estar allí.
I'll be sad.,Estaré triste.
I'll buy it.,Lo compraré.
I'll buy it.,Me lo creeré.
I'll change.,Cambiaré.
I'll listen.,Escucharé.
I'll refuse.,Rehusaré.
I'll say it.,Yo diré.
I'll try it.,Lo probaré.
"I'm 17, too.",Yo también tengo 17 años.
I'm a baker.,Soy panadero.
I'm a child.,Soy un niño.
I'm a loser.,Soy un perdedor.
I'm a loser.,Soy una perdedora.
I'm a woman.,Soy una mujer.
I'm a woman.,Soy mujer.
I'm at home.,Estoy en casa.
I'm at home.,Ya estoy en casa.
I'm at home.,Estoy en la casa.
I'm at work.,Estoy en el trabajo.
I'm baffled.,Estoy desconcertado.
I'm cooking.,Estoy cocinando.
I'm curious.,Tengo curiosidad.
I'm dancing.,Estoy bailando.
I'm engaged.,Estoy comprometida.
I'm excited.,Estoy emocionado.
I'm excited.,Estoy emocionada.
I'm fasting.,Estoy ayunando.
I'm finicky.,Soy quisquilloso.
I'm fragile.,Soy fraile.
I'm furious.,Estoy furioso.
I'm hard up.,Estoy quebrado.
I'm healthy.,Estoy saludable.
I'm in jail.,Estoy en la cárcel.
I'm in love.,Estoy enamorada.
I'm jealous.,Estoy celoso.
I'm jittery.,Estoy nervioso.
I'm jittery.,Estoy inquieto.
I'm kidding.,Estoy jodiendo.
I'm leaving.,Me voy.
I'm leaving.,Estoy saliendo.
I'm leaving.,Lo dejo.
I'm leaving.,Salgo.
I'm married.,Estoy casado.
I'm married.,Estoy casada.
I'm married.,Soy casado.
I'm married.,Soy casada.
I'm nervous.,Estoy nervioso.
I'm neutral.,Soy neutral.
I'm no liar.,No soy ningún mentiroso.
I'm no liar.,No soy mentirosa.
I'm not Tom.,No soy Tom.
I'm not fat.,No soy gorda.
I'm not fat.,¡No estoy gorda!
I'm not old.,No estoy viejo.
I'm not sad.,No estoy triste.
I'm not shy.,Yo no soy tímido.
I'm not shy.,Yo no soy tímida.
I'm patient.,Soy paciente.
I'm popular.,Soy popular.
I'm praying.,Estoy rezando.
I'm psyched.,Estoy mentalizado.
I'm reading.,Estoy leyendo.
I'm resting.,Estoy descansando.
I'm selfish.,Soy egoísta.
I'm serious.,Lo digo en serio.
I'm serious.,Hablo en serio.
I'm sloshed.,Estoy borracho.
I'm so full.,Estoy tan lleno.
I'm starved.,¡Me muero de hambre!
I'm starved.,Estoy muerto de hambre.
I'm stuffed.,Ya estoy harto.
I'm through.,He terminado.
I'm too fat.,Yo soy demasiado gordo.
I'm trapped.,Estoy atrapado.
I'm unlucky.,Tengo mala suerte.
I'm waiting.,Estoy esperando.
I'm working.,Estoy trabajando.
I'm worried.,Estoy preocupada.
I'm wounded.,Estoy herido.
Ignore them.,Ignoralos.
Is Tom busy?,¿Está ocupado Tom?
Is Tom dead?,¿Tom está muerto?
Is Tom done?,¿Ha acabado Tom?
Is Tom good?,¿Tom es bueno?
Is Tom here?,¿Está aquí Tom?
Is Tom here?,¿Está Tom?
Is Tom home?,¿Tom está en casa?
Is Tom home?,¿Está Tom en casa?
Is Tom hurt?,¿Tom está herido?
Is Tom safe?,¿Está Tom a salvo?
Is Tom sick?,¿Tom está enfermo?
Is Tom sure?,¿Tom está seguro?
Is Tom tall?,¿Tom es alto?
Is he right?,¿Está él bien?
Is he right?,¿Se encuentra bien?
Is he right?,¿Ha acertado?
Is he right?,¿Está en lo cierto?
Is he right?,¿Es lo que él dice?
Is it a fox?,¿Es un zorro?
Is it black?,¿Es negro?
Is it clean?,¿Está limpio?
Is it clean?,¿Está limpia?
Is it ready?,¿Está listo?
Is it there?,¿Está ahí?
Is it to go?,¿Para llevar?
Is it windy?,¿Está ventoso?
Is it yours?,¿Es suyo?
Is it yours?,¿Es vuestro?
Is she nice?,¿Ella es simpática?
Is that Tom?,¿Es ese Tom?
Is that all?,¿Es todo?
Is that new?,¿Aquél es nuevo?
Is that new?,¿Es eso nuevo?
Is that you?,¿Eres tú?
Is that you?,¿Es usted?
Is this new?,¿Esto es nuevo?
It can't be!,¡No puede ser!
It cost $30.,Costó 30 dólares.
It happened.,Pasó.
It happened.,Eso sucedió.
It is on me.,Yo invito.
It is there.,Está ahí.
It may rain.,Puede que llueva.
It may snow.,Puede que nieve.
It may snow.,Podría nevar.
It may snow.,Es posible que nieve.
It saved me.,Me salvó.
It was cold.,Hacía frío.
It was cool.,Estuvo chido.
It was cool.,Estuvo chilo.
It was cool.,Estuvo padre.
It was easy.,Fue fácil.
It was easy.,Era fácil.
It was real.,Fue real.
It'll break.,Se romperá.
It's 50 yen.,Son 50 yenes.
It's French.,Es francés.
It's Monday.,Es lunes.
It's a deal.,Trato hecho.
It's a doll.,Es una muñeca.
It's a fish.,Es un pez.
It's a harp.,Es un arpa.
It's a harp.,Esto es un harpa.
It's a joke.,Es una broma.
It's a mess.,Es un quilombo.
It's a rule.,Es una normativa.
It's a song.,Esto es una canción.
It's a trap.,Es una trampa.
It's a vice.,Es un vicio.
It's absurd.,Es absurdo.
It's all OK.,Todo bien.
It's boring.,Esto es aburrido.
It's boring.,Es aburrido.
It's broken.,Está roto.
It's broken.,Está estropeado.
It's broken.,Está rota.
It's chilly.,Hace fresco.
It's chilly.,Se está fresquito.
It's chilly.,Hace un biruji que no veas.
It's cloudy.,Está nublado.
It's futile.,Es inútil.
It's my job.,Es mi trabajo.
It's normal.,Es normal.
It's not us.,No somos nosotros.
It's secret.,Es secreto.
It's silent.,Es silencioso.
It's simple.,Es simple.
Just say no.,Solo di que no.
Keep moving.,Sigue moviéndote.
Keep trying.,Sigue intentando.
Keep trying.,Sigue intentándolo.
Let me help.,Déjame ayudarte.
Let me help.,Déjame ayudar.
Let me know.,Házmelo saber.
Let me live.,Déjame vivir.
Let me talk.,Déjame hablar.
Let's begin.,¡Empecemos!
Let's begin.,Comencemos.
Let's dance.,Bailemos.
Let's do it!,¡Intentemos algo!
Let's do it!,¡Hagámoslo!
Let's do it.,Hagámoslo.
Let's go in.,Entremos.
Let's go up.,Vamos para arriba.
Let's hurry.,Apurémonos.
Let's leave.,Vayámonos.
Let's party!,¡Vamos al guateque!
Let's party.,Festejemos.
Let's relax.,Relajémonos.
Let's shoot.,Disparemos.
Let's start!,¡Empecemos!
Let's start!,Comencemos.
Let's start.,Comencemos.
Life is fun.,La vida es divertida.
Look at Tom.,Mira a Tom.
Look at him.,Míralo.
Look at him.,Miradlo.
Look closer.,Mira desde más cerca.
Look for it.,Busca.
Make a list.,Haz una lista.
Make a list.,Hagan una lista.
Make a wish.,Pide un deseo.
Many thanks.,¡Muchas gracias!
Many thanks.,Muchas gracias.
Memorize it.,Memórizalo.
Memorize it.,Memórizala.
Money talks.,El dinero mueve el mundo.
Money talks.,Poderoso caballero es Don Dinero.
Nice timing.,Justo a tiempo.
Nice timing.,Llegas bien.
Nice timing.,Llegas a tiempo.
No means no.,No significa no.
No means no.,"No significa ""no""."
No one came.,Nadie vino.
No one came.,No vino nadie.
No one came.,Ninguno acudió.
No one came.,No viene ninguno.
No one came.,No vino ninguno.
No one died.,Nadie murió.
No one died.,No murió nadie.
Nobody came.,Nadie vino.
Nobody came.,No vino nadie.
Nobody came.,No ha venido nadie.
Nobody came.,No viene ninguno.
Nobody came.,No vino ninguno.
Nobody died.,Nadie murió.
Nobody died.,No murió nadie.
Nobody knew.,Nadie lo sabía.
Nobody lied.,Nadie mintió.
Now I'm sad.,Ahora estoy triste.
Now help me.,Ahora ayúdame.
Now hold on.,Ahora resiste.
Now move on.,Ahora sigue.
Now move on.,Ahora continúa.
Now move on.,Ahora prosigue.
Now shut up.,Ahora callate.
Now you try.,"Te toca, inténtalo."
"OK, you win.","Vale, tú ganas."
"OK, you win.","Está bien, ganaste."
OK. I agree.,"Bueno, estoy de acuerdo."
One is blue.,Uno es azul.
One is blue.,Una es azul.
Please clap.,"Aplaudan, por favor."
Please sing.,"Canta, por favor."
Please stay.,Por favor quédate.
Please stay.,Por favor quedate.
Please stay.,Por favor quédense.
Please stay.,Por favor quédese.
Please stop.,Párate un momento.
Please wait.,Espera un momento.
Please wait.,"Esperen, por favor."
Put it back.,Regrésalo.
Put it down.,Bájalo.
Put this on.,Ponte esto.
Put this on.,Póngase esto.
Release him.,Libérale.
Remain calm.,Quedate tranquilo.
Remember it.,Recuérdalo.
Return fire.,Responded a sus disparos.
Say goodbye.,Decí adiós.
Say nothing.,No digas nada.
Shall we go?,¿Nos vamos?
She bit him.,Ella lo mordió.
She blushed.,Ella se sonrojó.
She blushed.,Ella se puso roja.
She blushed.,Se puso colorada.
She blushed.,Ella se ruborizó.
She hit him.,Ella le pegó.
She hit him.,Ella le golpeó.
She is dead.,Ella está muerta.
She is dead.,Está muerta.
She is kind.,Ella es amable.
She is kind.,Ella es gentil.
She woke up.,Ella se despertó.
She's a fox.,Es una zorra.
She's a fox.,Ella es una zorra.
She's crazy.,Está loca.
She's crazy.,Ella está loca.
Should I go?,¿Debería ir?
Show me how.,Muéstrame cómo.
Sleep tight.,Que duermas bien.
Speak to me.,Háblame.
Stand aside!,¡A un lado!
Stand aside!,¡Dejad sitio!
Start again.,Vuelve a empezar.
Start again.,Empieza de nuevo.
Start again.,Empieza otra vez.
Start again.,Vuelva a empezar.
Start again.,Vuelvan a empezar.
Start again.,Volved a empezar.
Stay inside.,Quédate adentro.
Stay inside.,Quédense adentro.
Stay strong.,Sigue fuerte.
Stay strong.,Mantente fuerte.
Step inside.,Pase.
Step inside.,Entra.
Stick to it!,Sigue haciéndolo.
Stop crying.,No llores.
Stop crying.,Deja de llorar.
Stop moving!,¡No te muevas!
Stop moving!,¡Quieto ahí!
Stop moving!,¡Quédate quieto!
Stop moving.,No te muevas.
Stop moving.,Deja de moverte.
Stop trying.,Deja de intentarlo.
Stop! Thief!,¡Alto! ¡Ladrón!
Surprise me.,Sorpréndeme.
Surprise me.,Sorpréndame.
Surprise me.,Sorpréndanme.
Surprise me.,Sorprendedme.
Take a card.,Saque una carta.
Take a card.,Saca una carta.
Take a look.,Echa una ojeada.
Take a rest.,Descansad.
Take a rest.,Repósate.
Take action.,Actúa.
Take my car.,Coge mi coche.
Take my car.,Llévate mi coche.
Talk slowly.,Habla despacito.
Talk to Tom.,Habla con Tom.
"Tea, please.","Un té, por favor."
Tell Tom no.,Dile a Tom que no.
That helped.,Eso ayudó.
That is all.,Ya está.
That is all.,Es todo.
That worked.,Eso funcionó.
That's cool.,Es guay.
That's cool.,Eso es guay.
That's dumb.,Eso es una tontería.
That's easy.,Eso es fácil.
That's fine.,Está bien.
That's good.,Eso es bueno.
That's good.,Eso está bien.
That's hers.,Es de ella.
That's hers.,Es suyo.
